timestamp,hostname,empresa_id,servidor_id,mac_address,bytes_recv,bytes_sent,pack_recv,pack_sent,packet_loss_internet,latency_min_ms,latency_avg_ms,latency_max_ms,lat_adsb_rastreamento,lat_rastreamento_correlacao,lat_correlacao_rotas,lat_rotas_api,lat_api_bd,lat_bd_sync,rastreamento_mbps,rotas_mbps,correlacao_mbps,api_gateway_mbps,bd_mbps,sync_service_mbps,rastreamento_loss,correlacao_loss,rotas_loss,api_loss,bd_loss,sync_loss,opensky_timestamp,total_aeronaves,avg_adsb_update_seconds
2026-05-14 13:15:46,Jortieke,1,6,c0:35:32:c7:0b:59,636246391,73908884,337517,316090,0,5,5.2,6,29.6,79.61,84.0,25.87,67.11,70.79,101.56,76.11,64.86,39.89,88.26,45.84,0.05,0.26,0.08,0.2,0.27,0.84,1778775340,156,36.96153846153846
2026-05-14 13:20:30,Jortieke,1,6,c0:35:32:c7:0b:59,651925883,79151052,347180,324306,0,5,5.4,8,31.86,47.36,74.45,15.1,96.75,87.76,63.77,57.66,83.34,30.76,67.59,31.44,0.05,0.4,0.02,0.08,0.22,0.38,1778775623,151,37.019867549668874
